trace_number,start_log_moves,start_model_moves,A-Create-Application_log_moves,A-Create-Application_model_moves,A-Submitted_log_moves,A-Submitted_model_moves,W-Handle-leads-schedule_log_moves,W-Handle-leads-schedule_model_moves,W-Handle-leads-withdraw_log_moves,W-Handle-leads-withdraw_model_moves,τ_log_moves,τ_model_moves,W-Complete-application-schedule_log_moves,W-Complete-application-schedule_model_moves,A-Concept_log_moves,A-Concept_model_moves,W-Complete-application-start_log_moves,W-Complete-application-start_model_moves,W-Complete-application-suspend_log_moves,W-Complete-application-suspend_model_moves,W-Complete-application-resume_log_moves,W-Complete-application-resume_model_moves,A-Accepted_log_moves,A-Accepted_model_moves,O-Create-Offer_log_moves,O-Create-Offer_model_moves,O-Created_log_moves,O-Created_model_moves,O-Sent-mail-and-online_log_moves,O-Sent-mail-and-online_model_moves,W-Complete-application-complete_log_moves,W-Complete-application-complete_model_moves,W-Call-after-offers-schedule_log_moves,W-Call-after-offers-schedule_model_moves,W-Call-after-offers-start_log_moves,W-Call-after-offers-start_model_moves,A-Complete_log_moves,A-Complete_model_moves,W-Call-after-offers-suspend_log_moves,W-Call-after-offers-suspend_model_moves,W-Call-after-offers-resume_log_moves,W-Call-after-offers-resume_model_moves,W-Call-after-offers-ate-abort_log_moves,W-Call-after-offers-ate-abort_model_moves,W-Validate-application-schedule_log_moves,W-Validate-application-schedule_model_moves,W-Validate-application-start_log_moves,W-Validate-application-start_model_moves,A-Validating_log_moves,A-Validating_model_moves,O-Returned_log_moves,O-Returned_model_moves,W-Validate-application-complete_log_moves,W-Validate-application-complete_model_moves,W-Call-incomplete-files-schedule_log_moves,W-Call-incomplete-files-schedule_model_moves,W-Call-incomplete-files-start_log_moves,W-Call-incomplete-files-start_model_moves,A-Incomplete_log_moves,A-Incomplete_model_moves,W-Call-incomplete-files-suspend_log_moves,W-Call-incomplete-files-suspend_model_moves,W-Call-incomplete-files-resume_log_moves,W-Call-incomplete-files-resume_model_moves,W-Call-incomplete-files-ate-abort_log_moves,W-Call-incomplete-files-ate-abort_model_moves,W-Validate-application-suspend_log_moves,W-Validate-application-suspend_model_moves,A-Denied_log_moves,A-Denied_model_moves,O-Refused_log_moves,O-Refused_model_moves,W-Validate-application-ate-abort_log_moves,W-Validate-application-ate-abort_model_moves,end_log_moves,end_model_moves,W-Validate-application-resume_log_moves,W-Validate-application-resume_model_moves,W-Assess-potential-fraud-schedule_log_moves,W-Assess-potential-fraud-schedule_model_moves,W-Assess-potential-fraud-start_log_moves,W-Assess-potential-fraud-start_model_moves,W-Assess-potential-fraud-suspend_log_moves,W-Assess-potential-fraud-suspend_model_moves,W-Assess-potential-fraud-resume_log_moves,W-Assess-potential-fraud-resume_model_moves,W-Complete-application-ate-abort_log_moves,W-Complete-application-ate-abort_model_moves,W-Handle-leads-start_log_moves,W-Handle-leads-start_model_moves,W-Handle-leads-suspend_log_moves,W-Handle-leads-suspend_model_moves,W-Handle-leads-resume_log_moves,W-Handle-leads-resume_model_moves,W-Handle-leads-complete_log_moves,W-Handle-leads-complete_model_moves,W-Call-after-offers-complete_log_moves,W-Call-after-offers-complete_model_moves,O-Cancelled_log_moves,O-Cancelled_model_moves,W-Handle-leads-ate-abort_log_moves,W-Handle-leads-ate-abort_model_moves,W-Shortened-completion-schedule_log_moves,W-Shortened-completion-schedule_model_moves,W-Shortened-completion-start_log_moves,W-Shortened-completion-start_model_moves,W-Shortened-completion-suspend_log_moves,W-Shortened-completion-suspend_model_moves,W-Call-after-offers-withdraw_log_moves,W-Call-after-offers-withdraw_model_moves,case:throughput_time
37,0,0,0,0,,,,,,,0,18,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,2,0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,3.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 days 00:47:05.457000
38,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 days 18:58:44.766000
39,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,22 days 22:06:18.224000
40,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 days 21:41:37.369000
41,0,0,0,0,0.0,0.0,0.0,0.0,,,0,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,15 days 02:54:11.796000
42,0,0,0,0,0.0,0.0,0.0,0.0,,,0,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,38 days 14:29:22.561000
43,0,0,0,0,,,,,,,0,21,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,1.0,0.0,0.0,0,0,0.0,0.0,,,0,0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13 days 22:13:40.964000
44,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0,0.0,0.0,2.0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,0.0,1,0,1.0,0.0,,,0,0,1.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,9 days 16:35:32.871000
45,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 days 17:54:51.552000
46,0,0,0,0,0.0,0.0,0.0,0.0,,,0,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,22 days 18:53:44.655000
47,0,0,0,0,,,,,,,0,22,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34 days 23:09:11.309000
48,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 days 16:58:29.234000
49,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,13 days 04:34:45.613000
50,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 days 13:50:10.974000
51,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,7.0,0.0,1,0,1.0,0.0,,,0,0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 days 00:01:44.034000
52,0,0,0,0,0.0,0.0,0.0,0.0,,,0,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0,0.0,1,0,2.0,0.0,,,0,0,2.0,0.0,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,32 days 19:16:22.918000
53,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,36,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 days 07:19:18.719000
54,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0,0.0,1,0,2.0,0.0,,,0,0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 days 23:54:15.445000
55,0,0,0,0,0.0,0.0,0.0,0.0,,,0,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0,0.0,1,0,1.0,0.0,,,0,0,2.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,11 days 07:44:47.448000
56,0,0,0,0,,,,,,,0,23,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,2,0,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,11 days 00:34:35.406000
57,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0,0.0,0.0,0.0,0.0,,,0,0,1,0,1,0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0,0.0,1,0,2.0,0.0,,,0,0,2.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,35 days 18:32:46.935000
58,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,11 days 02:53:22.047000
59,0,0,0,0,0.0,0.0,0.0,0.0,,,0,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0,0.0,1,0,2.0,0.0,,,0,0,2.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,16 days 19:55:19.985000
60,0,0,0,0,,,,,,,0,15,0,0,0,0,0.0,0.0,1.0,1.0,,,0,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,,0,0,,,,,,,,,,,1.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0 days 15:05:00.312000
61,0,0,0,0,0.0,0.0,0.0,0.0,,,0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,5.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,4.0,0.0,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,12 days 19:41:54.814000
62,0,0,0,0,,,,,,,0,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,,,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,9 days 17:34:56.184000
63,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 days 19:52:02.290000
64,0,0,0,0,,,,,,,0,17,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,0.0,1,0,1.0,0.0,,,0,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 days 05:35:18.573000
65,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 days 11:44:21.974000
66,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,26,0,0,0,0,0.0,1.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 days 22:48:15.391000
67,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0.0,0.0,,,0,0,1.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,48 days 21:15:41.298000
68,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 days 16:44:19.533000
69,0,0,0,0,,,,,,,0,23,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 days 14:35:59.965000
70,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,0,1.0,0.0,,,0,0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 days 06:31:53.474000
71,0,0,0,0,,,,,,,0,18,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1.0,0.0,1,0,1.0,0.0,1.0,0.0,0,0,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,9 days 22:30:33.519000
72,0,0,0,0,0.0,0.0,0.0,0.0,,,0,26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,5.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,24 days 22:04:58.243000
73,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 days 11:35:35.540000
74,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,2.0,0.0,,,0,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 days 12:46:27.354000
75,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,,0,0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,28 days 02:30:03.739000
76,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16 days 10:29:15.820000
77,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,29 days 17:04:10.779000
78,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,4.0,0.0,1,0,1.0,0.0,,,0,0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 days 20:27:47.427000
